postcode_agg,plaats,gemeentenaam,gemeentecode,wijknaam,buurtnaam,deelprogramma,subsidiejaar,techniek,subcategorie,aantal_adressen,totale_vermogen,aantal_m2,aantal_app
8014AN,ZWOLLE,Zwolle,193.0,Wijk 51 Ittersum,Oud-Ittersum,PARTICULIEREN,2024.0,Warmtepomp,Lucht-water >= 3,,,,
8014AS,ZWOLLE,Zwolle,193.0,Wijk 51 Ittersum,Oud-Ittersum,PARTICULIEREN,2022.0,Glasisolatie,Triple glas U <= 0,,,,
8014AS,ZWOLLE,Zwolle,193.0,Wijk 51 Ittersum,Oud-Ittersum,PARTICULIEREN,2022.0,Spouwmuurisolatie,Spouwmuurisolatie,1.0,,65.0,
8014AS,ZWOLLE,Zwolle,193.0,Wijk 51 Ittersum,Oud-Ittersum,PARTICULIEREN,2022.0,Vloerisolatie,Vloerisolatie,1.0,,70.0,
8014AS,ZWOLLE,Zwolle,193.0,Wijk 51 Ittersum,Oud-Ittersum,PARTICULIEREN,2022.0,Warmtepomp,Lucht-water >= 3,,,,
8014AS,ZWOLLE,Zwolle,193.0,Wijk 51 Ittersum,Oud-Ittersum,PARTICULIEREN,2023.0,Dakisolatie,Dakisolatie,1.0,,60.0,
8014AS,ZWOLLE,Zwolle,193.0,Wijk 51 Ittersum,Oud-Ittersum,PARTICULIEREN,2023.0,Spouwmuurisolatie,Spouwmuurisolatie,1.0,,138.0,
8014AS,ZWOLLE,Zwolle,193.0,Wijk 51 Ittersum,Oud-Ittersum,PARTICULIEREN,2024.0,Spouwmuurisolatie,Spouwmuurisolatie,1.0,,132.0,
8014AS,ZWOLLE,Zwolle,193.0,Wijk 51 Ittersum,Oud-Ittersum,ZAKELIJKE MARKT,2024.0,Warmtepomp,Lucht-water >= 3,,,,
8014AT,ZWOLLE,Zwolle,193.0,Wijk 51 Ittersum,Oud-Ittersum,PARTICULIEREN,2023.0,Spouwmuurisolatie,Spouwmuurisolatie,1.0,,124.0,
8014AT,ZWOLLE,Zwolle,193.0,Wijk 51 Ittersum,Oud-Ittersum,PARTICULIEREN,2024.0,Glasisolatie,Triple glas U <= 0,,,,
8014AT,ZWOLLE,Zwolle,193.0,Wijk 51 Ittersum,Oud-Ittersum,PARTICULIEREN,2024.0,Vloerisolatie,Vloerisolatie,1.0,,52.0,
8014AX,ZWOLLE,Zwolle,193.0,Wijk 51 Ittersum,Oud-Ittersum,PARTICULIEREN,2022.0,Vloerisolatie,Bodemisolatie,1.0,,43.0,
8014AZ,ZWOLLE,Zwolle,193.0,Wijk 51 Ittersum,Oud-Ittersum,PARTICULIEREN,2021.0,Glasisolatie,HR++ glas U <= 1,,,,
8014AZ,ZWOLLE,Zwolle,193.0,Wijk 51 Ittersum,Oud-Ittersum,PARTICULIEREN,2022.0,Vloerisolatie,Vloerisolatie,1.0,,42.0,
8014BA,ZWOLLE,Zwolle,193.0,Wijk 51 Ittersum,Oud-Ittersum,PARTICULIEREN,2022.0,Glasisolatie,HR++ glas U <= 1,,,,
8014BA,ZWOLLE,Zwolle,193.0,Wijk 51 Ittersum,Oud-Ittersum,PARTICULIEREN,2023.0,Glasisolatie,HR++ glas U <= 1,,,,
8014BA,ZWOLLE,Zwolle,193.0,Wijk 51 Ittersum,Oud-Ittersum,PARTICULIEREN,2023.0,Spouwmuurisolatie,Spouwmuurisolatie,2.0,,177.0,
8014BA,ZWOLLE,Zwolle,193.0,Wijk 51 Ittersum,Oud-Ittersum,PARTICULIEREN,2023.0,Vloerisolatie,Bodemisolatie,1.0,,24.0,
8014BB,ZWOLLE,Zwolle,193.0,Wijk 51 Ittersum,Oud-Ittersum,PARTICULIEREN,2023.0,Glasisolatie,HR++ glas U <= 1,,,,
8014BB,ZWOLLE,Zwolle,193.0,Wijk 51 Ittersum,Oud-Ittersum,PARTICULIEREN,2023.0,Glasisolatie,Triple glas U <= 0,,,,
8014BB,ZWOLLE,Zwolle,193.0,Wijk 51 Ittersum,Oud-Ittersum,PARTICULIEREN,2023.0,Spouwmuurisolatie,Spouwmuurisolatie,1.0,,25.0,
8014BC,ZWOLLE,Zwolle,193.0,Wijk 51 Ittersum,Oud-Ittersum,PARTICULIEREN,2021.0,Spouwmuurisolatie,Spouwmuurisolatie,1.0,,50.0,
8014BC,ZWOLLE,Zwolle,193.0,Wijk 51 Ittersum,Oud-Ittersum,PARTICULIEREN,2021.0,Vloerisolatie,Vloerisolatie,1.0,,48.0,
8014BC,ZWOLLE,Zwolle,193.0,Wijk 51 Ittersum,Oud-Ittersum,PARTICULIEREN,2023.0,Dakisolatie,Dakisolatie,1.0,,58.0,
8014BC,ZWOLLE,Zwolle,193.0,Wijk 51 Ittersum,Oud-Ittersum,PARTICULIEREN,2023.0,Glasisolatie,HR++ glas U <= 1,,,,
8014BD,ZWOLLE,Zwolle,193.0,Wijk 51 Ittersum,Oud-Ittersum,PARTICULIEREN,2021.0,Dakisolatie,Dakisolatie,1.0,,26.0,
8014BD,ZWOLLE,Zwolle,193.0,Wijk 51 Ittersum,Oud-Ittersum,PARTICULIEREN,2021.0,Glasisolatie,HR++ glas U <= 1,,,,
8014BD,ZWOLLE,Zwolle,193.0,Wijk 51 Ittersum,Oud-Ittersum,PARTICULIEREN,2024.0,Glasisolatie,HR++ glas U <= 1,,,,
8014BD,ZWOLLE,Zwolle,193.0,Wijk 51 Ittersum,Oud-Ittersum,PARTICULIEREN,2024.0,Spouwmuurisolatie,Spouwmuurisolatie,1.0,,109.0,
8014BD,ZWOLLE,Zwolle,193.0,Wijk 51 Ittersum,Oud-Ittersum,PARTICULIEREN,2024.0,Vloerisolatie,Vloerisolatie,2.0,,111.0,
8014BD,ZWOLLE,Zwolle,193.0,Wijk 51 Ittersum,Oud-Ittersum,PARTICULIEREN,2024.0,Warmtepomp,Lucht-water >= 3,,,,
8014BG,ZWOLLE,Zwolle,193.0,Wijk 51 Ittersum,Gerenlanden,PARTICULIEREN,2021.0,Warmtepomp,Lucht-water >= 3,,,,
8014BH,ZWOLLE,Zwolle,193.0,Wijk 51 Ittersum,Ittersumerbroek,PARTICULIEREN,2022.0,Warmtepomp,Grond-water > 10 kW en <= 70 kW,1.0,15.0,,1.0
8014BH,ZWOLLE,Zwolle,193.0,Wijk 51 Ittersum,Ittersumerbroek,PARTICULIEREN,2022.0,Warmtepomp,Grond-water >= 1 kW en <= 10 kW,1.0,9.0,,1.0
8014BH,ZWOLLE,Zwolle,193.0,Wijk 51 Ittersum,Ittersumerbroek,PARTICULIEREN,2022.0,Warmtepomp,Lucht-water > 10 kW en <= 70 kW,1.0,11.0,,1.0
8014BH,ZWOLLE,Zwolle,193.0,Wijk 51 Ittersum,Ittersumerbroek,PARTICULIEREN,2022.0,Zonneboiler,> 5 m2 en <= 10 m2,1.0,,,1.0
8014BH,ZWOLLE,Zwolle,193.0,Wijk 51 Ittersum,Ittersumerbroek,PARTICULIEREN,2022.0,Zonneboiler,> 5 m2 en <= 10 m2 zonneboilercombi,1.0,,,1.0
8014BH,ZWOLLE,Zwolle,193.0,Wijk 52 Soestweteringlanden,Harculo en Hoog-Zuthem,PARTICULIEREN,2021.0,Dakisolatie,Zolder- of vlieringvloer,1.0,,50.0,
8014BH,ZWOLLE,Zwolle,193.0,Wijk 52 Soestweteringlanden,Harculo en Hoog-Zuthem,PARTICULIEREN,2021.0,Gevelisolatie,Binnen- of buitengevelisolatie,1.0,,86.0,
8014BH,ZWOLLE,Zwolle,193.0,Wijk 52 Soestweteringlanden,Harculo en Hoog-Zuthem,PARTICULIEREN,2021.0,Glasisolatie,HR++ glas U <= 1,,,,
8014BH,ZWOLLE,Zwolle,193.0,Wijk 52 Soestweteringlanden,Harculo en Hoog-Zuthem,PARTICULIEREN,2021.0,Vloerisolatie,Vloerisolatie,1.0,,54.0,
8014BH,ZWOLLE,Zwolle,193.0,Wijk 52 Soestweteringlanden,Harculo en Hoog-Zuthem,PARTICULIEREN,2022.0,Glasisolatie,HR++ glas U <= 1,,,,
8014BK,ZWOLLE,Zwolle,193.0,Wijk 51 Ittersum,Ittersumerlanden,PARTICULIEREN,2024.0,Warmtepomp,Lucht-water >= 3,,,,
8014BZ,ZWOLLE,Zwolle,193.0,Wijk 51 Ittersum,Oud-Ittersum,PARTICULIEREN,2022.0,Warmtepomp,Lucht-water >= 1 kW en < 3,,,,
8014BZ,ZWOLLE,Zwolle,193.0,Wijk 51 Ittersum,Oud-Ittersum,PARTICULIEREN,2022.0,Warmtepomp,Lucht-water >= 3,,,,
8014BZ,ZWOLLE,Zwolle,193.0,Wijk 51 Ittersum,Oud-Ittersum,PARTICULIEREN,2023.0,Warmtepomp,Lucht-water >= 3,,,,
8014BZ,ZWOLLE,Zwolle,193.0,Wijk 51 Ittersum,Oud-Ittersum,PARTICULIEREN,2025.0,Warmtepomp,Lucht-water >= 3,,,,
8014CA,ZWOLLE,Zwolle,193.0,Wijk 51 Ittersum,Gerenlanden,PARTICULIEREN,2021.0,Dakisolatie,Dakisolatie,1.0,,85.0,
8014CA,ZWOLLE,Zwolle,193.0,Wijk 51 Ittersum,Gerenlanden,PARTICULIEREN,2021.0,Gevelisolatie,Binnen- of buitengevelisolatie,1.0,,100.0,
8014CA,ZWOLLE,Zwolle,193.0,Wijk 51 Ittersum,Gerenlanden,PARTICULIEREN,2021.0,Glasisolatie,HR++ glas U <= 1,,,,
8014CA,ZWOLLE,Zwolle,193.0,Wijk 51 Ittersum,Gerenlanden,PARTICULIEREN,2021.0,Vloerisolatie,Vloerisolatie,1.0,,84.0,
8014CA,ZWOLLE,Zwolle,193.0,Wijk 51 Ittersum,Gerenlanden,PARTICULIEREN,2022.0,Dakisolatie,Dakisolatie,1.0,,63.0,
8014CA,ZWOLLE,Zwolle,193.0,Wijk 51 Ittersum,Gerenlanden,PARTICULIEREN,2022.0,Glasisolatie,HR++ glas U <= 1,,,,
8014CA,ZWOLLE,Zwolle,193.0,Wijk 51 Ittersum,Gerenlanden,PARTICULIEREN,2022.0,Warmtepomp,Grond-water >= 1 kW en <= 10 kW,1.0,9.0,,1.0
8014CA,ZWOLLE,Zwolle,193.0,Wijk 51 Ittersum,Gerenlanden,PARTICULIEREN,2022.0,Warmtepomp,Lucht-water >= 1 kW en < 3,,,,
8014CA,ZWOLLE,Zwolle,193.0,Wijk 51 Ittersum,Gerenlanden,PARTICULIEREN,2022.0,Zonneboiler,<= 5 m2,1.0,,,1.0
8014CA,ZWOLLE,Zwolle,193.0,Wijk 51 Ittersum,Gerenlanden,PARTICULIEREN,2023.0,Zonneboiler,> 5 m2 en <= 10 m2,1.0,,,1.0
8014CA,ZWOLLE,Zwolle,193.0,Wijk 51 Ittersum,Gerenlanden,PARTICULIEREN,2024.0,Warmtepomp,Lucht-water >= 3,,,,
8014CB,ZWOLLE,Zwolle,193.0,Wijk 51 Ittersum,Gerenlanden,PARTICULIEREN,2021.0,Glasisolatie,Triple glas U <= 0,,,,
8014CB,ZWOLLE,Zwolle,193.0,Wijk 51 Ittersum,Gerenlanden,PARTICULIEREN,2021.0,Vloerisolatie,Vloerisolatie,1.0,,50.0,
8014CB,ZWOLLE,Zwolle,193.0,Wijk 51 Ittersum,Gerenlanden,PARTICULIEREN,2023.0,Glasisolatie,Triple glas U <= 0,,,,
8014CB,ZWOLLE,Zwolle,193.0,Wijk 51 Ittersum,Gerenlanden,PARTICULIEREN,2023.0,Vloerisolatie,Vloerisolatie,1.0,,67.0,
8014CC,ZWOLLE,Zwolle,193.0,Wijk 51 Ittersum,Gerenlanden,PARTICULIEREN,2022.0,Glasisolatie,HR++ glas U <= 1,,,,
8014CC,ZWOLLE,Zwolle,193.0,Wijk 51 Ittersum,Gerenlanden,PARTICULIEREN,2024.0,Glasisolatie,HR++ glas U <= 1,,,,
8014CC,ZWOLLE,Zwolle,193.0,Wijk 51 Ittersum,Gerenlanden,PARTICULIEREN,2024.0,Spouwmuurisolatie,Spouwmuurisolatie,1.0,,50.0,
8014CD,ZWOLLE,Zwolle,193.0,Wijk 51 Ittersum,Gerenlanden,PARTICULIEREN,2022.0,Vloerisolatie,Vloerisolatie,1.0,,55.0,
8014CD,ZWOLLE,Zwolle,193.0,Wijk 51 Ittersum,Gerenlanden,PARTICULIEREN,2023.0,Glasisolatie,HR++ glas U <= 1,,,,
8014CD,ZWOLLE,Zwolle,193.0,Wijk 51 Ittersum,Gerenlanden,PARTICULIEREN,2023.0,Glasisolatie,Triple glas U <= 0,,,,
8014CD,ZWOLLE,Zwolle,193.0,Wijk 51 Ittersum,Gerenlanden,PARTICULIEREN,2023.0,Vloerisolatie,Vloerisolatie,2.0,,114.0,
8014CD,ZWOLLE,Zwolle,193.0,Wijk 51 Ittersum,Gerenlanden,PARTICULIEREN,2024.0,Warmtepomp,Lucht-water >= 1 kW en < 3,,,,
8014CE,ZWOLLE,Zwolle,193.0,Wijk 51 Ittersum,Gerenlanden,PARTICULIEREN,2022.0,Dakisolatie,Dakisolatie,1.0,,44.0,
8014CE,ZWOLLE,Zwolle,193.0,Wijk 51 Ittersum,Gerenlanden,PARTICULIEREN,2022.0,Vloerisolatie,Bodemisolatie,1.0,,50.0,
8014CE,ZWOLLE,Zwolle,193.0,Wijk 51 Ittersum,Gerenlanden,PARTICULIEREN,2022.0,Vloerisolatie,Vloerisolatie,1.0,,46.0,
8014CE,ZWOLLE,Zwolle,193.0,Wijk 51 Ittersum,Gerenlanden,PARTICULIEREN,2022.0,Warmtepomp,Lucht-water >= 3,,,,
8014CE,ZWOLLE,Zwolle,193.0,Wijk 51 Ittersum,Gerenlanden,PARTICULIEREN,2023.0,Glasisolatie,HR++ glas U <= 1,,,,
8014CE,ZWOLLE,Zwolle,193.0,Wijk 51 Ittersum,Gerenlanden,PARTICULIEREN,2023.0,Glasisolatie,Isolerende deur Ud <= 1,,,,
8014CE,ZWOLLE,Zwolle,193.0,Wijk 51 Ittersum,Gerenlanden,PARTICULIEREN,2023.0,Glasisolatie,Triple glas U <= 0,,,,
8014CE,ZWOLLE,Zwolle,193.0,Wijk 51 Ittersum,Gerenlanden,PARTICULIEREN,2023.0,Spouwmuurisolatie,Spouwmuurisolatie,1.0,,85.0,
8014CE,ZWOLLE,Zwolle,193.0,Wijk 51 Ittersum,Gerenlanden,PARTICULIEREN,2023.0,Vloerisolatie,Bodemisolatie,1.0,,52.0,
8014CE,ZWOLLE,Zwolle,193.0,Wijk 51 Ittersum,Gerenlanden,PARTICULIEREN,2023.0,Vloerisolatie,Vloerisolatie,1.0,,54.0,
8014CE,ZWOLLE,Zwolle,193.0,Wijk 51 Ittersum,Gerenlanden,PARTICULIEREN,2024.0,Glasisolatie,HR++ glas U <= 1,,,,
8014CG,ZWOLLE,Zwolle,193.0,Wijk 51 Ittersum,Gerenlanden,PARTICULIEREN,2022.0,Dakisolatie,Dakisolatie,1.0,,70.0,
8014CG,ZWOLLE,Zwolle,193.0,Wijk 51 Ittersum,Gerenlanden,PARTICULIEREN,2022.0,Glasisolatie,HR++ glas U <= 1,,,,
8014CG,ZWOLLE,Zwolle,193.0,Wijk 51 Ittersum,Gerenlanden,PARTICULIEREN,2022.0,Spouwmuurisolatie,Spouwmuurisolatie,1.0,,50.0,
8014CG,ZWOLLE,Zwolle,193.0,Wijk 51 Ittersum,Gerenlanden,PARTICULIEREN,2024.0,Warmtepomp,Lucht-water >= 3,,,,
8014CH,ZWOLLE,Zwolle,193.0,Wijk 51 Ittersum,Gerenlanden,PARTICULIEREN,2022.0,Vloerisolatie,Vloerisolatie,2.0,,96.0,
8014CJ,ZWOLLE,Zwolle,193.0,Wijk 51 Ittersum,Gerenlanden,PARTICULIEREN,2022.0,Glasisolatie,HR++ glas U <= 1,,,,
8014CJ,ZWOLLE,Zwolle,193.0,Wijk 51 Ittersum,Gerenlanden,PARTICULIEREN,2022.0,Vloerisolatie,Vloerisolatie,2.0,,117.0,
8014CJ,ZWOLLE,Zwolle,193.0,Wijk 51 Ittersum,Gerenlanden,PARTICULIEREN,2023.0,Glasisolatie,HR++ glas U <= 1,,,,
8014CJ,ZWOLLE,Zwolle,193.0,Wijk 51 Ittersum,Gerenlanden,PARTICULIEREN,2023.0,Vloerisolatie,Bodemisolatie,1.0,,44.0,
8014CJ,ZWOLLE,Zwolle,193.0,Wijk 51 Ittersum,Gerenlanden,PARTICULIEREN,2023.0,Vloerisolatie,Vloerisolatie,1.0,,42.0,
8014CK,ZWOLLE,Zwolle,193.0,Wijk 51 Ittersum,Gerenlanden,PARTICULIEREN,2022.0,Spouwmuurisolatie,Spouwmuurisolatie,1.0,,80.0,
8014CK,ZWOLLE,Zwolle,193.0,Wijk 51 Ittersum,Gerenlanden,PARTICULIEREN,2023.0,Spouwmuurisolatie,Spouwmuurisolatie,1.0,,86.0,
8014CL,ZWOLLE,Zwolle,193.0,Wijk 51 Ittersum,Gerenlanden,PARTICULIEREN,2022.0,Vloerisolatie,Vloerisolatie,1.0,,57.0,
8014CL,ZWOLLE,Zwolle,193.0,Wijk 51 Ittersum,Gerenlanden,PARTICULIEREN,2023.0,Spouwmuurisolatie,Spouwmuurisolatie,1.0,,107.0,
8014CL,ZWOLLE,Zwolle,193.0,Wijk 51 Ittersum,Gerenlanden,PARTICULIEREN,2023.0,Warmtepomp,Lucht-water >= 1 kW en < 3,,,,
8014CL,ZWOLLE,Zwolle,193.0,Wijk 51 Ittersum,Gerenlanden,PARTICULIEREN,2024.0,Glasisolatie,HR++ glas U <= 1,,,,
8014CL,ZWOLLE,Zwolle,193.0,Wijk 51 Ittersum,Gerenlanden,PARTICULIEREN,2024.0,Vloerisolatie,Vloerisolatie,1.0,,51.0,
8014CL,ZWOLLE,Zwolle,193.0,Wijk 51 Ittersum,Gerenlanden,PARTICULIEREN,2024.0,Warmtepomp,Lucht-water >= 3,,,,
8014CM,ZWOLLE,Zwolle,193.0,Wijk 51 Ittersum,Gerenlanden,PARTICULIEREN,2021.0,Spouwmuurisolatie,Spouwmuurisolatie,1.0,,76.0,
8014CM,ZWOLLE,Zwolle,193.0,Wijk 51 Ittersum,Gerenlanden,PARTICULIEREN,2021.0,Vloerisolatie,Vloerisolatie,1.0,,75.0,
8014CM,ZWOLLE,Zwolle,193.0,Wijk 51 Ittersum,Gerenlanden,PARTICULIEREN,2022.0,Spouwmuurisolatie,Spouwmuurisolatie,2.0,,110.0,
8014CM,ZWOLLE,Zwolle,193.0,Wijk 51 Ittersum,Gerenlanden,PARTICULIEREN,2022.0,Vloerisolatie,Vloerisolatie,2.0,,108.0,
8014CN,ZWOLLE,Zwolle,193.0,Wijk 51 Ittersum,Gerenlanden,PARTICULIEREN,2022.0,Dakisolatie,Dakisolatie,2.0,,96.0,
8014CN,ZWOLLE,Zwolle,193.0,Wijk 51 Ittersum,Gerenlanden,PARTICULIEREN,2022.0,Vloerisolatie,Vloerisolatie,2.0,,122.0,
8014CN,ZWOLLE,Zwolle,193.0,Wijk 51 Ittersum,Gerenlanden,PARTICULIEREN,2024.0,Glasisolatie,HR++ glas U <= 1,,,,
8014CN,ZWOLLE,Zwolle,193.0,Wijk 51 Ittersum,Gerenlanden,PARTICULIEREN,2024.0,Spouwmuurisolatie,Spouwmuurisolatie,1.0,,62.0,
8014CN,ZWOLLE,Zwolle,193.0,Wijk 51 Ittersum,Gerenlanden,PARTICULIEREN,2024.0,Vloerisolatie,Vloerisolatie,1.0,,70.0,
8014CP,ZWOLLE,Zwolle,193.0,Wijk 51 Ittersum,Gerenlanden,PARTICULIEREN,2024.0,Spouwmuurisolatie,Spouwmuurisolatie,1.0,,21.0,
8014CP,ZWOLLE,Zwolle,193.0,Wijk 51 Ittersum,Gerenlanden,PARTICULIEREN,2024.0,Vloerisolatie,Vloerisolatie,1.0,,56.0,
8014CR,ZWOLLE,Zwolle,193.0,Wijk 51 Ittersum,Gerenlanden,PARTICULIEREN,2021.0,Glasisolatie,HR++ glas U <= 1,,,,
8014CR,ZWOLLE,Zwolle,193.0,Wijk 51 Ittersum,Gerenlanden,PARTICULIEREN,2022.0,Dakisolatie,Dakisolatie,1.0,,77.0,
8014CR,ZWOLLE,Zwolle,193.0,Wijk 51 Ittersum,Gerenlanden,PARTICULIEREN,2022.0,Glasisolatie,HR++ glas U <= 1,,,,
8014CR,ZWOLLE,Zwolle,193.0,Wijk 51 Ittersum,Gerenlanden,PARTICULIEREN,2022.0,Spouwmuurisolatie,Spouwmuurisolatie,1.0,,30.0,
8014CR,ZWOLLE,Zwolle,193.0,Wijk 51 Ittersum,Gerenlanden,PARTICULIEREN,2023.0,Spouwmuurisolatie,Spouwmuurisolatie,1.0,,80.0,
8014CR,ZWOLLE,Zwolle,193.0,Wijk 51 Ittersum,Gerenlanden,PARTICULIEREN,2023.0,Vloerisolatie,Vloerisolatie,1.0,,46.0,
8014CT,ZWOLLE,Zwolle,193.0,Wijk 51 Ittersum,Gerenlanden,PARTICULIEREN,2022.0,Warmtepomp,Lucht-water >= 3,,,,
8014CT,ZWOLLE,Zwolle,193.0,Wijk 51 Ittersum,Gerenlanden,PARTICULIEREN,2023.0,Warmtepomp,Lucht-water >= 1 kW en < 3,,,,
8014CV,ZWOLLE,Zwolle,193.0,Wijk 51 Ittersum,Gerenlanden,PARTICULIEREN,2021.0,Glasisolatie,HR++ glas U <= 1,,,,
8014CV,ZWOLLE,Zwolle,193.0,Wijk 51 Ittersum,Gerenlanden,PARTICULIEREN,2021.0,Vloerisolatie,Bodemisolatie,1.0,,60.0,
8014CV,ZWOLLE,Zwolle,193.0,Wijk 51 Ittersum,Gerenlanden,PARTICULIEREN,2022.0,Glasisolatie,HR++ glas U <= 1,,,,
8014CV,ZWOLLE,Zwolle,193.0,Wijk 51 Ittersum,Gerenlanden,PARTICULIEREN,2024.0,Glasisolatie,HR++ glas U <= 1,,,,
8014CV,ZWOLLE,Zwolle,193.0,Wijk 51 Ittersum,Gerenlanden,PARTICULIEREN,2025.0,Dakisolatie,Dakisolatie,1.0,,40.0,
8014CW,ZWOLLE,Zwolle,193.0,Wijk 51 Ittersum,Gerenlanden,PARTICULIEREN,2022.0,Glasisolatie,HR++ glas U <= 1,,,,
8014CW,ZWOLLE,Zwolle,193.0,Wijk 51 Ittersum,Gerenlanden,PARTICULIEREN,2022.0,Vloerisolatie,Vloerisolatie,2.0,,111.0,
8014CW,ZWOLLE,Zwolle,193.0,Wijk 51 Ittersum,Gerenlanden,PARTICULIEREN,2023.0,Glasisolatie,HR++ glas U <= 1,,,,
8014CW,ZWOLLE,Zwolle,193.0,Wijk 51 Ittersum,Gerenlanden,PARTICULIEREN,2023.0,Vloerisolatie,Vloerisolatie,3.0,,156.0,
8014CW,ZWOLLE,Zwolle,193.0,Wijk 51 Ittersum,Gerenlanden,PARTICULIEREN,2024.0,Glasisolatie,HR++ glas U <= 1,,,,
8014CW,ZWOLLE,Zwolle,193.0,Wijk 51 Ittersum,Gerenlanden,PARTICULIEREN,2024.0,Warmtepomp,Lucht-water >= 3,,,,
8014CX,ZWOLLE,Zwolle,193.0,Wijk 51 Ittersum,Gerenlanden,PARTICULIEREN,2023.0,Glasisolatie,HR++ glas U <= 1,,,,
8014CX,ZWOLLE,Zwolle,193.0,Wijk 51 Ittersum,Gerenlanden,PARTICULIEREN,2023.0,Glasisolatie,Triple glas U <= 0,,,,
8014CX,ZWOLLE,Zwolle,193.0,Wijk 51 Ittersum,Gerenlanden,PARTICULIEREN,2023.0,Vloerisolatie,Vloerisolatie,1.0,,52.0,
8014DA,ZWOLLE,Zwolle,193.0,Wijk 51 Ittersum,Gerenlanden,PARTICULIEREN,2022.0,Glasisolatie,HR++ glas U <= 1,,,,
8014DA,ZWOLLE,Zwolle,193.0,Wijk 51 Ittersum,Gerenlanden,PARTICULIEREN,2022.0,Glasisolatie,Triple glas U <= 0,,,,
8014DA,ZWOLLE,Zwolle,193.0,Wijk 51 Ittersum,Gerenlanden,PARTICULIEREN,2022.0,Spouwmuurisolatie,Spouwmuurisolatie,2.0,,93.0,
8014DA,ZWOLLE,Zwolle,193.0,Wijk 51 Ittersum,Gerenlanden,PARTICULIEREN,2022.0,Vloerisolatie,Vloerisolatie,2.0,,117.0,
8014DB,ZWOLLE,Zwolle,193.0,Wijk 51 Ittersum,Gerenlanden,PARTICULIEREN,2022.0,Spouwmuurisolatie,Spouwmuurisolatie,2.0,,70.0,
8014DB,ZWOLLE,Zwolle,193.0,Wijk 51 Ittersum,Gerenlanden,PARTICULIEREN,2022.0,Vloerisolatie,Vloerisolatie,2.0,,120.0,
8014DB,ZWOLLE,Zwolle,193.0,Wijk 51 Ittersum,Gerenlanden,PARTICULIEREN,2023.0,Glasisolatie,HR++ glas U <= 1,,,,
8014DB,ZWOLLE,Zwolle,193.0,Wijk 51 Ittersum,Gerenlanden,PARTICULIEREN,2023.0,Glasisolatie,Isolerende deur Ud <= 1,,,,
8014DB,ZWOLLE,Zwolle,193.0,Wijk 51 Ittersum,Gerenlanden,PARTICULIEREN,2023.0,Glasisolatie,Triple glas U <= 0,,,,
8014DB,ZWOLLE,Zwolle,193.0,Wijk 51 Ittersum,Gerenlanden,PARTICULIEREN,2023.0,Vloerisolatie,Vloerisolatie,1.0,,74.0,
8014DC,ZWOLLE,Zwolle,193.0,Wijk 51 Ittersum,Gerenlanden,PARTICULIEREN,2022.0,Vloerisolatie,Vloerisolatie,2.0,,115.0,
8014DC,ZWOLLE,Zwolle,193.0,Wijk 51 Ittersum,Gerenlanden,PARTICULIEREN,2023.0,Glasisolatie,HR++ glas U <= 1,,,,
8014DC,ZWOLLE,Zwolle,193.0,Wijk 51 Ittersum,Gerenlanden,PARTICULIEREN,2024.0,Glasisolatie,HR++ glas U <= 1,,,,
8014DD,ZWOLLE,Zwolle,193.0,Wijk 51 Ittersum,Gerenlanden,PARTICULIEREN,2022.0,Glasisolatie,HR++ glas U <= 1,,,,
8014DD,ZWOLLE,Zwolle,193.0,Wijk 51 Ittersum,Gerenlanden,PARTICULIEREN,2023.0,Dakisolatie,Dakisolatie,2.0,,92.0,
8014DD,ZWOLLE,Zwolle,193.0,Wijk 51 Ittersum,Gerenlanden,PARTICULIEREN,2023.0,Glasisolatie,HR++ glas U <= 1,,,,
8014DD,ZWOLLE,Zwolle,193.0,Wijk 51 Ittersum,Gerenlanden,PARTICULIEREN,2024.0,Glasisolatie,HR++ glas U <= 1,,,,
8014DE,ZWOLLE,Zwolle,193.0,Wijk 51 Ittersum,Gerenlanden,PARTICULIEREN,2024.0,Spouwmuurisolatie,Spouwmuurisolatie,1.0,,67.0,
8014DG,ZWOLLE,Zwolle,193.0,Wijk 51 Ittersum,Gerenlanden,PARTICULIEREN,2022.0,Glasisolatie,HR++ glas U <= 1,,,,
8014DG,ZWOLLE,Zwolle,193.0,Wijk 51 Ittersum,Gerenlanden,PARTICULIEREN,2023.0,Warmtepomp,Lucht-water >= 3,,,,
8014DG,ZWOLLE,Zwolle,193.0,Wijk 51 Ittersum,Gerenlanden,PARTICULIEREN,2024.0,Vloerisolatie,Vloerisolatie,1.0,,57.0,
8014DH,ZWOLLE,Zwolle,193.0,Wijk 51 Ittersum,Gerenlanden,PARTICULIEREN,2022.0,Vloerisolatie,Vloerisolatie,1.0,,51.0,
8014DH,ZWOLLE,Zwolle,193.0,Wijk 51 Ittersum,Gerenlanden,PARTICULIEREN,2023.0,Dakisolatie,Dakisolatie,1.0,,85.0,
8014DH,ZWOLLE,Zwolle,193.0,Wijk 51 Ittersum,Gerenlanden,PARTICULIEREN,2023.0,Glasisolatie,HR++ glas U <= 1,,,,
8014DH,ZWOLLE,Zwolle,193.0,Wijk 51 Ittersum,Gerenlanden,PARTICULIEREN,2023.0,Spouwmuurisolatie,Spouwmuurisolatie,1.0,,74.0,
